Product,Tab Name,Data Visualization,Data Viz Calculation,Data Point,Data Point Calculation,Data Dictionary Table,Data Dictionary Field,DD Data Type,Source Type,Source Data Collection,Source Table,Source Column Name,Source Data Type,,
InsightFlow,Payer Mix,Patient Collections (Provider),"SUM(Payments) WHERE PayerType = ""Patient"" AND Provider = '<filter>' IN ServiceDates",Transaction Type,...,trx_reports,TrxType,ENUM ,PMS,WinOMS,exported_files,AccountingType,string,,
InsightFlow,Payer Mix,Patient Collections (Location),"SUM(Payments) WHERE PayerType = ""Patient"" AND Location = '<filter>' IN ServiceDates",Location,,trx_reports,Location,VARCHAR,PMS,WinOMS,exported_files,default office,string,,
InsightFlow,Payer Mix,Patient Collections (Location),"SUM(Payments) WHERE PayerType = ""Patient"" AND Location = '<filter>' IN ServiceDates",Payments,"(SUM(TrxAmt WHEN TrxType = ""payments"") ",...,,,,,,,,,
InsightFlow,Payer Mix,Patient Collections (Location),"SUM(Payments) WHERE PayerType = ""Patient"" AND Location = '<filter>' IN ServiceDates",Payer Type,IF (PrimarySecondary IS NULL) THEN Payer Type = 'Insurance' ELSE Payer Type = 'Patient',trx_reports,PrimarySecondary,ENUM ,PMS,WinOMS,exported+files,Insurance,string,,
InsightFlow,Payer Mix,Patient Collections (Location),"SUM(Payments) WHERE PayerType = ""Patient"" AND Location = '<filter>' IN ServiceDates",Service Date,,trx_reports,DateOfService,DATE,PMS,WinOMS,exported_files,service date,string,,
InsightFlow,Payer Mix,Patient Collections (Location),"SUM(Payments) WHERE PayerType = ""Patient"" AND Location = '<filter>' IN ServiceDates",Transaction Amount,...,trx_reports,TrxAmt,DECIMAL,PMS,WinOMS,exported_files,amount,string,,
InsightFlow,Payer Mix,Patient Collections (Location),"SUM(Payments) WHERE PayerType = ""Patient"" AND Location = '<filter>' IN ServiceDates",Transaction Type,...,trx_reports,TrxType,ENUM ,PMS,WinOMS,exported_files,AccountingType,string,,
InsightFlow,Payer Mix,Insurance and Patient Collection,InsuranceCollection AND PatientCollection  Per MONTH(Service Date),Insurance Collection,"SUM(Payments) WHERE PayerType = ""Insurance"" ",...,,,,,,,,,
InsightFlow,Payer Mix,Insurance and Patient Collection,InsuranceCollection AND PatientCollection  Per MONTH(Service Date),Patient Collection,"SUM(Payments) WHERE PayerType = ""Patient"" ",...,,,,,,,,,
InsightFlow,Payer Mix,Insurance and Patient Collection,InsuranceCollection AND PatientCollection  Per MONTH(Service Date),Payments,"(SUM(TrxAmt WHEN TrxType = ""payments"") ",...,,,,,,,,,
InsightFlow,Payer Mix,Insurance and Patient Collection,InsuranceCollection AND PatientCollection  Per MONTH(Service Date),Payer Type,IF (PrimarySecondary IS NULL) THEN Payer Type = 'Insurance' ELSE Payer Type = 'Patient',trx_reports,PrimarySecondary,ENUM ,PMS,WinOMS,exported+files,Insurance,string,,
InsightFlow,Payer Mix,Insurance and Patient Collection,InsuranceCollection AND PatientCollection  Per MONTH(Service Date),Service Date,,trx_reports,DateOfService,DATE,PMS,WinOMS,exported_files,service date,string,,
InsightFlow,Payer Mix,Insurance and Patient Collection,InsuranceCollection AND PatientCollection  Per MONTH(Service Date),Transaction Amount,...,trx_reports,TrxAmt,DECIMAL,PMS,WinOMS,exported_files,amount,string,,
InsightFlow,Payer Mix,Insurance and Patient Collection,InsuranceCollection AND PatientCollection  Per MONTH(Service Date),Transaction Type,...,trx_reports,TrxType,ENUM ,PMS,WinOMS,exported_files,AccountingType,string,,
InsightFlow,Payer Mix,Insurance and Patient Collection (Practice),InsuranceCollection AND PatientCollection  Per MONTH(Service Date) WHERE Practice = '<filter>',Practice ,,trx_reports,POD,VARCHAR,PMS,WinOMS,exported_files,default office,string,,
InsightFlow,Payer Mix,Insurance and Patient Collection (Practice),InsuranceCollection AND PatientCollection  Per MONTH(Service Date) WHERE Practice = '<filter>',Insurance Collection,"SUM(Payments) WHERE PayerType = ""Insurance"" ",...,,,,,,,,,
InsightFlow,Payer Mix,Insurance and Patient Collection (Practice),InsuranceCollection AND PatientCollection  Per MONTH(Service Date) WHERE Practice = '<filter>',Patient Collection,"SUM(Payments) WHERE PayerType = ""Patient"" ",...,,,,,,,,,
InsightFlow,Payer Mix,Insurance and Patient Collection (Practice),InsuranceCollection AND PatientCollection  Per MONTH(Service Date) WHERE Practice = '<filter>',Payments,"(SUM(TrxAmt WHEN TrxType = ""payments"") ",...,,,,,,,,,
InsightFlow,Payer Mix,Insurance and Patient Collection (Practice),InsuranceCollection AND PatientCollection  Per MONTH(Service Date) WHERE Practice = '<filter>',Payer Type,IF (PrimarySecondary IS NULL) THEN Payer Type = 'Insurance' ELSE Payer Type = 'Patient',trx_reports,PrimarySecondary,ENUM ,PMS,WinOMS,exported+files,Insurance,string,,
InsightFlow,Payer Mix,Insurance and Patient Collection (Practice),InsuranceCollection AND PatientCollection  Per MONTH(Service Date) WHERE Practice = '<filter>',Service Date,,trx_reports,DateOfService,DATE,PMS,WinOMS,exported_files,service date,string,,
InsightFlow,Payer Mix,Insurance and Patient Collection (Practice),InsuranceCollection AND PatientCollection  Per MONTH(Service Date) WHERE Practice = '<filter>',Transaction Amount,...,trx_reports,TrxAmt,DECIMAL,PMS,WinOMS,exported_files,amount,string,,
InsightFlow,Payer Mix,Insurance and Patient Collection (Practice),InsuranceCollection AND PatientCollection  Per MONTH(Service Date) WHERE Practice = '<filter>',Transaction Type,...,trx_reports,TrxType,ENUM ,PMS,WinOMS,exported_files,AccountingType,string,,
InsightFlow,Payer Mix,Insurance and Patient Collection (Provider),InsuranceCollection AND PatientCollection  Per MONTH(Service Date) WHERE Provider  = '<filter>',Provider,,trx_reports,Provider,VARCHAR,PMS,WinOMS,exported_files,default provider,string,,
InsightFlow,Payer Mix,Insurance and Patient Collection (Provider),InsuranceCollection AND PatientCollection  Per MONTH(Service Date) WHERE Provider  = '<filter>',Insurance Collection,"SUM(Payments) WHERE PayerType = ""Insurance"" ",...,,,,,,,,,
InsightFlow,Payer Mix,Insurance and Patient Collection (Provider),InsuranceCollection AND PatientCollection  Per MONTH(Service Date) WHERE Provider  = '<filter>',Patient Collection,"SUM(Payments) WHERE PayerType = ""Patient"" ",...,,,,,,,,,
InsightFlow,Payer Mix,Insurance and Patient Collection (Provider),InsuranceCollection AND PatientCollection  Per MONTH(Service Date) WHERE Provider  = '<filter>',Payments,"(SUM(TrxAmt WHEN TrxType = ""payments"") ",...,,,,,,,,,
InsightFlow,Payer Mix,Insurance and Patient Collection (Provider),InsuranceCollection AND PatientCollection  Per MONTH(Service Date) WHERE Provider  = '<filter>',Payer Type,IF (PrimarySecondary IS NULL) THEN Payer Type = 'Insurance' ELSE Payer Type = 'Patient',trx_reports,PrimarySecondary,ENUM ,PMS,WinOMS,exported+files,Insurance,string,,
InsightFlow,Payer Mix,Insurance and Patient Collection (Provider),InsuranceCollection AND PatientCollection  Per MONTH(Service Date) WHERE Provider  = '<filter>',Service Date,,trx_reports,DateOfService,DATE,PMS,WinOMS,exported_files,service date,string,,
InsightFlow,Payer Mix,Insurance and Patient Collection (Provider),InsuranceCollection AND PatientCollection  Per MONTH(Service Date) WHERE Provider  = '<filter>',Transaction Amount,...,trx_reports,TrxAmt,DECIMAL,PMS,WinOMS,exported_files,amount,string,,
InsightFlow,Payer Mix,Insurance and Patient Collection (Provider),InsuranceCollection AND PatientCollection  Per MONTH(Service Date) WHERE Provider  = '<filter>',Transaction Type,...,trx_reports,TrxType,ENUM ,PMS,WinOMS,exported_files,AccountingType,string,,
InsightFlow,Payer Mix,Insurance and Patient Collection (Location),InsuranceCollection AND PatientCollection  Per MONTH(Service Date) WHERE Location  = '<filter>',Location,,trx_reports,Location,VARCHAR,PMS,WinOMS,exported_files,default office,string,,
InsightFlow,Payer Mix,Insurance and Patient Collection (Location),InsuranceCollection AND PatientCollection  Per MONTH(Service Date) WHERE Location  = '<filter>',Insurance Collection,"SUM(Payments) WHERE PayerType = ""Insurance"" ",...,,,,,,,,,
InsightFlow,Payer Mix,Insurance and Patient Collection (Location),InsuranceCollection AND PatientCollection  Per MONTH(Service Date) WHERE Location  = '<filter>',Patient Collection,"SUM(Payments) WHERE PayerType = ""Patient"" ",...,,,,,,,,,
InsightFlow,Payer Mix,Insurance and Patient Collection (Location),InsuranceCollection AND PatientCollection  Per MONTH(Service Date) WHERE Location  = '<filter>',Payments,"(SUM(TrxAmt WHEN TrxType = ""payments"") ",...,,,,,,,,,
InsightFlow,Payer Mix,Insurance and Patient Collection (Location),InsuranceCollection AND PatientCollection  Per MONTH(Service Date) WHERE Location  = '<filter>',Payer Type,IF (PrimarySecondary IS NULL) THEN Payer Type = 'Insurance' ELSE Payer Type = 'Patient',trx_reports,PrimarySecondary,ENUM ,PMS,WinOMS,exported+files,Insurance,string,,
InsightFlow,Payer Mix,Insurance and Patient Collection (Location),InsuranceCollection AND PatientCollection  Per MONTH(Service Date) WHERE Location  = '<filter>',Service Date,,trx_reports,DateOfService,DATE,PMS,WinOMS,exported_files,service date,string,,
InsightFlow,Payer Mix,Insurance and Patient Collection (Location),InsuranceCollection AND PatientCollection  Per MONTH(Service Date) WHERE Location  = '<filter>',Transaction Amount,...,trx_reports,TrxAmt,DECIMAL,PMS,WinOMS,exported_files,amount,string,,
InsightFlow,Payer Mix,Insurance and Patient Collection (Location),InsuranceCollection AND PatientCollection  Per MONTH(Service Date) WHERE Location  = '<filter>',Transaction Type,...,trx_reports,TrxType,ENUM ,PMS,WinOMS,exported_files,AccountingType,string,,
InsightFlow,Payer Mix,Insurance and Patient Collection Trends,InsuranceCollection AND PatientCollection  Per ServiceDate,Insurance Collection,"SUM(Payments) WHERE PayerType = ""Insurance"" ",...,,,,,,,,,
InsightFlow,Payer Mix,Insurance and Patient Collection Trends,InsuranceCollection AND PatientCollection  Per ServiceDate,Patient Collection,"SUM(Payments) WHERE PayerType = ""Patient"" ",...,,,,,,,,,
InsightFlow,Payer Mix,Insurance and Patient Collection Trends,InsuranceCollection AND PatientCollection  Per ServiceDate,Payments,"(SUM(TrxAmt WHEN TrxType = ""payments"") ",...,,,,,,,,,
InsightFlow,Payer Mix,Insurance and Patient Collection Trends,InsuranceCollection AND PatientCollection  Per ServiceDate,Payer Type,IF (PrimarySecondary IS NULL) THEN Payer Type = 'Insurance' ELSE Payer Type = 'Patient',trx_reports,PrimarySecondary,ENUM ,PMS,WinOMS,exported+files,Insurance,string,,
InsightFlow,Payer Mix,Insurance and Patient Collection Trends,InsuranceCollection AND PatientCollection  Per ServiceDate,Service Date,,trx_reports,DateOfService,DATE,PMS,WinOMS,exported_files,service date,string,,
InsightFlow,Payer Mix,Insurance and Patient Collection Trends,InsuranceCollection AND PatientCollection  Per ServiceDate,Transaction Amount,...,trx_reports,TrxAmt,DECIMAL,PMS,WinOMS,exported_files,amount,string,,
InsightFlow,Payer Mix,Insurance and Patient Collection Trends,InsuranceCollection AND PatientCollection  Per ServiceDate,Transaction Type,...,trx_reports,TrxType,ENUM ,PMS,WinOMS,exported_files,AccountingType,string,,
InsightFlow,Payer Mix,Insurance and Patient Collection Trends (Practice),InsuranceCollection AND PatientCollection  Per ServiceDate WHERE Practice = '<filter>',Practice ,,trx_reports,POD,VARCHAR,PMS,WinOMS,exported_files,default office,string,,
InsightFlow,Payer Mix,Insurance and Patient Collection Trends (Practice),InsuranceCollection AND PatientCollection  Per ServiceDate WHERE Practice = '<filter>',Insurance Collection,"SUM(Payments) WHERE PayerType = ""Insurance"" ",...,,,,,,,,,
InsightFlow,Payer Mix,Insurance and Patient Collection Trends (Practice),InsuranceCollection AND PatientCollection  Per ServiceDate WHERE Practice = '<filter>',Patient Collection,"SUM(Payments) WHERE PayerType = ""Patient"" ",...,,,,,,,,,
InsightFlow,Payer Mix,Insurance and Patient Collection Trends (Practice),InsuranceCollection AND PatientCollection  Per ServiceDate WHERE Practice = '<filter>',Payments,"(SUM(TrxAmt WHEN TrxType = ""payments"") ",...,,,,,,,,,
InsightFlow,Payer Mix,Insurance and Patient Collection Trends (Practice),InsuranceCollection AND PatientCollection  Per ServiceDate WHERE Practice = '<filter>',Payer Type,IF (PrimarySecondary IS NULL) THEN Payer Type = 'Insurance' ELSE Payer Type = 'Patient',trx_reports,PrimarySecondary,ENUM ,PMS,WinOMS,exported+files,Insurance,string,,
InsightFlow,Payer Mix,Insurance and Patient Collection Trends (Practice),InsuranceCollection AND PatientCollection  Per ServiceDate WHERE Practice = '<filter>',Service Date,,trx_reports,DateOfService,DATE,PMS,WinOMS,exported_files,service date,string,,
InsightFlow,Payer Mix,Insurance and Patient Collection Trends (Practice),InsuranceCollection AND PatientCollection  Per ServiceDate WHERE Practice = '<filter>',Transaction Amount,...,trx_reports,TrxAmt,DECIMAL,PMS,WinOMS,exported_files,amount,string,,
InsightFlow,Payer Mix,Insurance and Patient Collection Trends (Practice),InsuranceCollection AND PatientCollection  Per ServiceDate WHERE Practice = '<filter>',Transaction Type,...,trx_reports,TrxType,ENUM ,PMS,WinOMS,exported_files,AccountingType,string,,
InsightFlow,Payer Mix,Insurance and Patient Collection Trends (Provider),InsuranceCollection AND PatientCollection  Per ServiceDate WHERE Provider = '<filter>',Provider,,trx_reports,Provider,VARCHAR,PMS,WinOMS,exported_files,default provider,string,,
InsightFlow,Payer Mix,Insurance and Patient Collection Trends (Provider),InsuranceCollection AND PatientCollection  Per ServiceDate WHERE Provider = '<filter>',Insurance Collection,"SUM(Payments) WHERE PayerType = ""Insurance"" ",...,,,,,,,,,
InsightFlow,Payer Mix,Insurance and Patient Collection Trends (Provider),InsuranceCollection AND PatientCollection  Per ServiceDate WHERE Provider = '<filter>',Patient Collection,"SUM(Payments) WHERE PayerType = ""Patient"" ",...,,,,,,,,,
InsightFlow,Payer Mix,Insurance and Patient Collection Trends (Provider),InsuranceCollection AND PatientCollection  Per ServiceDate WHERE Provider = '<filter>',Payments,"(SUM(TrxAmt WHEN TrxType = ""payments"") ",...,,,,,,,,,
InsightFlow,Payer Mix,Insurance and Patient Collection Trends (Provider),InsuranceCollection AND PatientCollection  Per ServiceDate WHERE Provider = '<filter>',Payer Type,IF (PrimarySecondary IS NULL) THEN Payer Type = 'Insurance' ELSE Payer Type = 'Patient',trx_reports,PrimarySecondary,ENUM ,PMS,WinOMS,exported+files,Insurance,string,,
InsightFlow,Payer Mix,Insurance and Patient Collection Trends (Provider),InsuranceCollection AND PatientCollection  Per ServiceDate WHERE Provider = '<filter>',Service Date,,trx_reports,DateOfService,DATE,PMS,WinOMS,exported_files,service date,string,,
InsightFlow,Payer Mix,Insurance and Patient Collection Trends (Provider),InsuranceCollection AND PatientCollection  Per ServiceDate WHERE Provider = '<filter>',Transaction Amount,...,trx_reports,TrxAmt,DECIMAL,PMS,WinOMS,exported_files,amount,string,,
InsightFlow,Payer Mix,Insurance and Patient Collection Trends (Provider),InsuranceCollection AND PatientCollection  Per ServiceDate WHERE Provider = '<filter>',Transaction Type,...,trx_reports,TrxType,ENUM ,PMS,WinOMS,exported_files,AccountingType,string,,
InsightFlow,Payer Mix,Insurance and Patient Collection Trends (Location),InsuranceCollection AND PatientCollection  Per ServiceDate WHERE Location  = '<filter>',Location,,trx_reports,Location,VARCHAR,PMS,WinOMS,exported_files,default office,string,,
InsightFlow,Payer Mix,Insurance and Patient Collection Trends (Location),InsuranceCollection AND PatientCollection  Per ServiceDate WHERE Location  = '<filter>',Insurance Collection,"SUM(Payments) WHERE PayerType = ""Insurance"" ",...,,,,,,,,,
InsightFlow,Payer Mix,Insurance and Patient Collection Trends (Location),InsuranceCollection AND PatientCollection  Per ServiceDate WHERE Location  = '<filter>',Patient Collection,"SUM(Payments) WHERE PayerType = ""Patient"" ",...,,,,,,,,,
InsightFlow,Payer Mix,Insurance and Patient Collection Trends (Location),InsuranceCollection AND PatientCollection  Per ServiceDate WHERE Location  = '<filter>',Payments,"(SUM(TrxAmt WHEN TrxType = ""payments"") ",...,,,,,,,,,
InsightFlow,Payer Mix,Insurance and Patient Collection Trends (Location),InsuranceCollection AND PatientCollection  Per ServiceDate WHERE Location  = '<filter>',Payer Type,IF (PrimarySecondary IS NULL) THEN Payer Type = 'Insurance' ELSE Payer Type = 'Patient',trx_reports,PrimarySecondary,ENUM ,PMS,WinOMS,exported+files,Insurance,string,,
InsightFlow,Payer Mix,Insurance and Patient Collection Trends (Location),InsuranceCollection AND PatientCollection  Per ServiceDate WHERE Location  = '<filter>',Service Date,,trx_reports,DateOfService,DATE,PMS,WinOMS,exported_files,service date,string,,
InsightFlow,Payer Mix,Insurance and Patient Collection Trends (Location),InsuranceCollection AND PatientCollection  Per ServiceDate WHERE Location  = '<filter>',Transaction Amount,...,trx_reports,TrxAmt,DECIMAL,PMS,WinOMS,exported_files,amount,string,,
InsightFlow,Payer Mix,Insurance and Patient Collection Trends (Location),InsuranceCollection AND PatientCollection  Per ServiceDate WHERE Location  = '<filter>',Transaction Type,...,trx_reports,TrxType,ENUM ,PMS,WinOMS,exported_files,AccountingType,string,,
InsightFlow,Payer Mix,Payers Increasing Production,(CurrentPeriodCharges - LastPeriodCharges) SORT BY Desc,CurrentPeriodCharges,"SUM(Charges) GROUP BY PayerType WHERE PayerType = ""Insurance"" AND DateOfService IN CurrentPeriod",...,,,,,,,,,
InsightFlow,Payer Mix,Payers Increasing Production,(CurrentPeriodCharges - LastPeriodCharges) SORT BY Desc,LastPeriodCharges,"SUM(Charges) GROUP BY PayerType WHERE PayerType = ""Insurance"" AND DateOfService IN LastPeriod",...,,,,,,,,,
InsightFlow,Payer Mix,Payers Increasing Production,(CurrentPeriodCharges - LastPeriodCharges) SORT BY Desc,Charges,"(SUM(TrxAmt WHEN TrxType = ""charges"") ",...,,,,,,,,,
InsightFlow,Payer Mix,Payers Increasing Production,(CurrentPeriodCharges - LastPeriodCharges) SORT BY Desc,Transaction Amount,...,trx_reports,TrxAmt,DECIMAL,PMS,WinOMS,exported_files,amount,string,,
InsightFlow,Payer Mix,Payers Increasing Production,(CurrentPeriodCharges - LastPeriodCharges) SORT BY Desc,Transaction Type,...,trx_reports,TrxType,ENUM ,PMS,WinOMS,exported_files,AccountingType,string,,
InsightFlow,Payer Mix,Payers Increasing Production,(CurrentPeriodCharges - LastPeriodCharges) SORT BY Desc,Payer Type,IF (PrimarySecondary IS NULL) THEN Payer Type = 'Insurance' ELSE Payer Type = 'Patient',trx_reports,PrimarySecondary,ENUM ,PMS,WinOMS,exported+files,Insurance,string,,
InsightFlow,Payer Mix,Payers Increasing Production,(CurrentPeriodCharges - LastPeriodCharges) SORT BY Desc,Service Date,,trx_reports,DateOfService,DATE,PMS,WinOMS,exported_files,service date,string,,
InsightFlow,Payer Mix,Payers Increasing Production (Practice),(CurrentPeriodCharges - LastPeriodCharges) SORT BY Desc WHERE Practice = '<filter>',Practice ,,trx_reports,POD,VARCHAR,PMS,WinOMS,exported_files,default office,string,,
InsightFlow,Payer Mix,Payers Increasing Production (Practice),(CurrentPeriodCharges - LastPeriodCharges) SORT BY Desc WHERE Practice = '<filter>',CurrentPeriodCharges,"SUM(Charges) GROUP BY PayerType WHERE PayerType = ""Insurance"" AND DateOfService IN CurrentPeriod",...,,,,,,,,,
InsightFlow,Payer Mix,Payers Increasing Production (Practice),(CurrentPeriodCharges - LastPeriodCharges) SORT BY Desc WHERE Practice = '<filter>',LastPeriodCharges,"SUM(Charges) GROUP BY PayerType WHERE PayerType = ""Insurance"" AND DateOfService IN LastPeriod",...,,,,,,,,,
InsightFlow,Payer Mix,Payers Increasing Production (Practice),(CurrentPeriodCharges - LastPeriodCharges) SORT BY Desc WHERE Practice = '<filter>',Charges,"(SUM(TrxAmt WHEN TrxType = ""charges"") ",...,,,,,,,,,
InsightFlow,Payer Mix,Payers Increasing Production (Practice),(CurrentPeriodCharges - LastPeriodCharges) SORT BY Desc WHERE Practice = '<filter>',Transaction Amount,...,trx_reports,TrxAmt,DECIMAL,PMS,WinOMS,exported_files,amount,string,,
InsightFlow,Payer Mix,Payers Increasing Production (Practice),(CurrentPeriodCharges - LastPeriodCharges) SORT BY Desc WHERE Practice = '<filter>',Transaction Type,...,trx_reports,TrxType,ENUM ,PMS,WinOMS,exported_files,AccountingType,string,,
InsightFlow,Payer Mix,Payers Increasing Production (Practice),(CurrentPeriodCharges - LastPeriodCharges) SORT BY Desc WHERE Practice = '<filter>',Payer Type,IF (PrimarySecondary IS NULL) THEN Payer Type = 'Insurance' ELSE Payer Type = 'Patient',trx_reports,PrimarySecondary,ENUM ,PMS,WinOMS,exported+files,Insurance,string,,
InsightFlow,Payer Mix,Payers Increasing Production (Practice),(CurrentPeriodCharges - LastPeriodCharges) SORT BY Desc WHERE Practice = '<filter>',Service Date,,trx_reports,DateOfService,DATE,PMS,WinOMS,exported_files,service date,string,,
InsightFlow,Payer Mix,Payers Increasing Production (Provider),(CurrentPeriodCharges - LastPeriodCharges) SORT BY Desc WHERE Provider = '<filter>',Provider,,trx_reports,Provider,VARCHAR,PMS,WinOMS,exported_files,default provider,string,,
InsightFlow,Payer Mix,Payers Increasing Production (Provider),(CurrentPeriodCharges - LastPeriodCharges) SORT BY Desc WHERE Provider = '<filter>',CurrentPeriodCharges,"SUM(Charges) GROUP BY PayerType WHERE PayerType = ""Insurance"" AND DateOfService IN CurrentPeriod",...,,,,,,,,,
InsightFlow,Payer Mix,Payers Increasing Production (Provider),(CurrentPeriodCharges - LastPeriodCharges) SORT BY Desc WHERE Provider = '<filter>',LastPeriodCharges,"SUM(Charges) GROUP BY PayerType WHERE PayerType = ""Insurance"" AND DateOfService IN LastPeriod",...,,,,,,,,,
InsightFlow,Payer Mix,Payers Increasing Production (Provider),(CurrentPeriodCharges - LastPeriodCharges) SORT BY Desc WHERE Provider = '<filter>',Charges,"(SUM(TrxAmt WHEN TrxType = ""charges"") ",...,,,,,,,,,
InsightFlow,Payer Mix,Payers Increasing Production (Provider),(CurrentPeriodCharges - LastPeriodCharges) SORT BY Desc WHERE Provider = '<filter>',Transaction Amount,...,trx_reports,TrxAmt,DECIMAL,PMS,WinOMS,exported_files,amount,string,,
InsightFlow,Payer Mix,Payers Increasing Production (Provider),(CurrentPeriodCharges - LastPeriodCharges) SORT BY Desc WHERE Provider = '<filter>',Transaction Type,...,trx_reports,TrxType,ENUM ,PMS,WinOMS,exported_files,AccountingType,string,,
InsightFlow,Payer Mix,Payers Increasing Production (Provider),(CurrentPeriodCharges - LastPeriodCharges) SORT BY Desc WHERE Provider = '<filter>',Payer Type,IF (PrimarySecondary IS NULL) THEN Payer Type = 'Insurance' ELSE Payer Type = 'Patient',trx_reports,PrimarySecondary,ENUM ,PMS,WinOMS,exported+files,Insurance,string,,
InsightFlow,Payer Mix,Payers Increasing Production (Provider),(CurrentPeriodCharges - LastPeriodCharges) SORT BY Desc WHERE Provider = '<filter>',Service Date,,trx_reports,DateOfService,DATE,PMS,WinOMS,exported_files,service date,string,,
InsightFlow,Payer Mix,Payers Increasing Production (Location),(CurrentPeriodCharges - LastPeriodCharges) SORT BY Desc WHERE Location = '<filter>',Location,,trx_reports,Location,VARCHAR,PMS,WinOMS,exported_files,default office,string,,
InsightFlow,Payer Mix,Payers Increasing Production (Location),(CurrentPeriodCharges - LastPeriodCharges) SORT BY Desc WHERE Location = '<filter>',CurrentPeriodCharges,"SUM(Charges) GROUP BY PayerType WHERE PayerType = ""Insurance"" AND DateOfService IN CurrentPeriod",...,,,,,,,,,
InsightFlow,Payer Mix,Payers Increasing Production (Location),(CurrentPeriodCharges - LastPeriodCharges) SORT BY Desc WHERE Location = '<filter>',LastPeriodCharges,"SUM(Charges) GROUP BY PayerType WHERE PayerType = ""Insurance"" AND DateOfService IN LastPeriod",...,,,,,,,,,
InsightFlow,Payer Mix,Payers Increasing Production (Location),(CurrentPeriodCharges - LastPeriodCharges) SORT BY Desc WHERE Location = '<filter>',Charges,"(SUM(TrxAmt WHEN TrxType = ""charges"") ",...,,,,,,,,,
InsightFlow,Payer Mix,Payers Increasing Production (Location),(CurrentPeriodCharges - LastPeriodCharges) SORT BY Desc WHERE Location = '<filter>',Transaction Amount,...,trx_reports,TrxAmt,DECIMAL,PMS,WinOMS,exported_files,amount,string,,
InsightFlow,Payer Mix,Payers Increasing Production (Location),(CurrentPeriodCharges - LastPeriodCharges) SORT BY Desc WHERE Location = '<filter>',Transaction Type,...,trx_reports,TrxType,ENUM ,PMS,WinOMS,exported_files,AccountingType,string,,
InsightFlow,Payer Mix,Payers Increasing Production (Location),(CurrentPeriodCharges - LastPeriodCharges) SORT BY Desc WHERE Location = '<filter>',Payer Type,IF (PrimarySecondary IS NULL) THEN Payer Type = 'Insurance' ELSE Payer Type = 'Patient',trx_reports,PrimarySecondary,ENUM ,PMS,WinOMS,exported+files,Insurance,string,,
InsightFlow,Payer Mix,Payers Increasing Production (Location),(CurrentPeriodCharges - LastPeriodCharges) SORT BY Desc WHERE Location = '<filter>',Service Date,,trx_reports,DateOfService,DATE,PMS,WinOMS,exported_files,service date,string,,
InsightFlow,Payer Mix,Payers Decreasing Production,(CurrentPeriodCharges - LastPeriodCharges) SORT BY Asc,CurrentPeriodCharges,"SUM(Charges) GROUP BY PayerType WHERE PayerType = ""Insurance"" AND DateOfService IN CurrentPeriod",...,,,,,,,,,
InsightFlow,Payer Mix,Payers Decreasing Production,(CurrentPeriodCharges - LastPeriodCharges) SORT BY Asc,LastPeriodCharges,"SUM(Charges) GROUP BY PayerType WHERE PayerType = ""Insurance"" AND DateOfService IN LastPeriod",...,,,,,,,,,
InsightFlow,Payer Mix,Payers Decreasing Production,(CurrentPeriodCharges - LastPeriodCharges) SORT BY Asc,Charges,"(SUM(TrxAmt WHEN TrxType = ""charges"") ",...,,,,,,,,,
InsightFlow,Payer Mix,Payers Decreasing Production,(CurrentPeriodCharges - LastPeriodCharges) SORT BY Asc,Transaction Amount,...,trx_reports,TrxAmt,DECIMAL,PMS,WinOMS,exported_files,amount,string,,
InsightFlow,Payer Mix,Payers Decreasing Production,(CurrentPeriodCharges - LastPeriodCharges) SORT BY Asc,Transaction Type,...,trx_reports,TrxType,ENUM ,PMS,WinOMS,exported_files,AccountingType,string,,
InsightFlow,Payer Mix,Payers Decreasing Production,(CurrentPeriodCharges - LastPeriodCharges) SORT BY Asc,Payer Type,IF (PrimarySecondary IS NULL) THEN Payer Type = 'Insurance' ELSE Payer Type = 'Patient',trx_reports,PrimarySecondary,ENUM ,PMS,WinOMS,exported+files,Insurance,string,,
InsightFlow,Payer Mix,Payers Decreasing Production,(CurrentPeriodCharges - LastPeriodCharges) SORT BY Asc,Service Date,,trx_reports,DateOfService,DATE,PMS,WinOMS,exported_files,service date,string,,
InsightFlow,Payer Mix,Payers Decreasing Production (Practice),(CurrentPeriodCharges - LastPeriodCharges) SORT BY Asc WHERE Practice = '<filter>',Practice ,,trx_reports,POD,VARCHAR,PMS,WinOMS,exported_files,default office,string,,
InsightFlow,Payer Mix,Payers Decreasing Production (Practice),(CurrentPeriodCharges - LastPeriodCharges) SORT BY Asc WHERE Practice = '<filter>',CurrentPeriodCharges,"SUM(Charges) GROUP BY PayerType WHERE PayerType = ""Insurance"" AND DateOfService IN CurrentPeriod",...,,,,,,,,,
InsightFlow,Payer Mix,Payers Decreasing Production (Practice),(CurrentPeriodCharges - LastPeriodCharges) SORT BY Asc WHERE Practice = '<filter>',LastPeriodCharges,"SUM(Charges) GROUP BY PayerType WHERE PayerType = ""Insurance"" AND DateOfService IN LastPeriod",...,,,,,,,,,
InsightFlow,Payer Mix,Payers Decreasing Production (Practice),(CurrentPeriodCharges - LastPeriodCharges) SORT BY Asc WHERE Practice = '<filter>',Charges,"(SUM(TrxAmt WHEN TrxType = ""charges"") ",...,,,,,,,,,
