Schema,TableName,ColumnName,DataType
dbo,ClaimState,StateWeight,tinyint
dbo,ClaimState,NameOnReport,varchar
dbo,ClaimState,Priority,tinyint
dbo,ClaimStatusHistory,InsuranceClaimID,bigint
dbo,ClaimStatusHistory,ClaimStateID,int
dbo,ClaimStatusHistory,MessageTxt,varchar
dbo,ClaimStatusHistory,StatusDate,datetime
dbo,ClaimStatusHistory,AmountPaid,money
dbo,ClaimStatusHistory,PayerReferenceNumber,varchar
dbo,ClaimStatusHistory,PayerContactMethod,varchar
dbo,ClaimStatusHistory,PayerContact,varchar
dbo,ClaimStatusHistory,PayerContactNumber,varchar
dbo,ClaimStatusHistory,PaymentDate,datetime
dbo,ClaimStatusHistory,PaymentSentDate,datetime
dbo,ClaimStatusHistory,PaymentTraceNumber,varchar
dbo,ClaimStatusHistory,StatusSource,varchar
dbo,ClaimStatusHistory,TotalCharge,money
dbo,ClaimStatusHistory,ClaimStatusHistoryID,bigint
dbo,ClaimStatusHistory,OrganizationID,int
dbo,ClaimStatusHistory,DomainVersion,int
dbo,ClinicalNote,PatientID,bigint
dbo,ClinicalNote,ProviderID,bigint
dbo,ClinicalNote,Note,nvarchar
dbo,ClinicalNote,Version,int
dbo,ClinicalNote,Created,datetime
dbo,ClinicalNote,CreatedBy,varchar
dbo,ClinicalNote,CreatedByHost,varchar
dbo,ClinicalNote,LastModified,datetime
dbo,ClinicalNote,LastModifiedBy,varchar
dbo,ClinicalNote,LastModifiedByHost,varchar
dbo,ClinicalNote,DatedAs,datetime
dbo,ClinicalNote,LockedDate,datetime
dbo,ClinicalNote,PrimaryProviderID,bigint
dbo,ClinicalNote,AdditionalProviderID,bigint
dbo,ClinicalNote,SignedAdditionalDate,datetime
dbo,ClinicalNote,PrimarySignatureID,bigint
dbo,ClinicalNote,AdditionalSignatureID,bigint
dbo,ClinicalNote,ClinicalNoteID,bigint
dbo,ClinicalNote,OrganizationID,int
dbo,ClinicalNote,IsDraft,bit
dbo,ClinicalNoteAcademic,ClinicalNoteID,bigint
dbo,ClinicalNoteAcademic,EntryOnlineUserID,bigint
dbo,ClinicalNoteAcademic,Created,datetime2
dbo,ClinicalNoteAcademic,CreatedBy,varchar
dbo,ClinicalNoteAcademic,CreatedByHost,varchar
dbo,ClinicalNoteAcademic,LastModified,datetime2
dbo,ClinicalNoteAcademic,LastModifiedBy,varchar
dbo,ClinicalNoteAcademic,LastModifiedByHost,varchar
dbo,ClinicalNoteAcademic,DomainVersion,int
dbo,ClinicalNoteAcademic,SignedAttendingDate,date
dbo,ClinicalNoteAcademic,AttendingSignatureID,bigint
dbo,ClinicalNoteAcademic,AppointmentID,bigint
dbo,ClinicalNoteAcademic,OrganizationID,int
dbo,ClinicalNoteAcademic,IsDraft,bit
dbo,ClinicalNoteAddendum,ClinicalNoteID,bigint
dbo,ClinicalNoteAddendum,ProviderID,bigint
dbo,ClinicalNoteAddendum,NoteAddendum,nvarchar
dbo,ClinicalNoteAddendum,Version,int
dbo,ClinicalNoteAddendum,Created,datetime
dbo,ClinicalNoteAddendum,CreatedBy,varchar
dbo,ClinicalNoteAddendum,CreatedByHost,varchar
dbo,ClinicalNoteAddendum,LastModified,datetime
dbo,ClinicalNoteAddendum,LastModifiedBy,varchar
dbo,ClinicalNoteAddendum,LastModifiedByHost,varchar
dbo,ClinicalNoteAddendum,Sequence,int
dbo,ClinicalNoteAddendum,ClinicalNoteAddendumID,bigint
dbo,ClinicalNoteAddendum,OrganizationID,int
dbo,ClinicalNoteAddendum,OnlineUserID,bigint
dbo,ClinicalNoteAttendingProvider,ClinicalNoteID,bigint
dbo,ClinicalNoteAttendingProvider,ProviderID,bigint
dbo,ClinicalNoteAttendingProvider,Created,datetime2
dbo,ClinicalNoteAttendingProvider,CreatedBy,varchar
dbo,ClinicalNoteAttendingProvider,CreatedByHost,varchar
dbo,ClinicalNoteAttendingProvider,LastModified,datetime2
dbo,ClinicalNoteAttendingProvider,LastModifiedBy,varchar
dbo,ClinicalNoteAttendingProvider,LastModifiedByHost,varchar
dbo,ClinicalNotePrompt,Name,nvarchar
dbo,ClinicalNotePrompt,PromptText,nvarchar
dbo,ClinicalNotePrompt,ClinicalNotePromptTypeID,int
dbo,ClinicalNotePrompt,LocationID,bigint
dbo,ClinicalNotePrompt,OrganizationID,int
dbo,ClinicalNotePrompt,Version,int
dbo,ClinicalNotePrompt,Created,datetime
dbo,ClinicalNotePrompt,CreatedBy,varchar
dbo,ClinicalNotePrompt,CreatedByHost,varchar
dbo,ClinicalNotePrompt,LastModified,datetime
dbo,ClinicalNotePrompt,LastModifiedBy,varchar
dbo,ClinicalNotePrompt,LastModifiedByHost,varchar
dbo,ClinicalNotePrompt,ClinicalNotePromptID,bigint
dbo,ClinicalNotePromptOption,PromptOption,nvarchar
dbo,ClinicalNotePromptOption,ClinicalNotePromptID,bigint
dbo,ClinicalNotePromptOption,Sequence,int
dbo,ClinicalNotePromptOption,OrganizationID,int
dbo,ClinicalNotePromptOption,Version,int
dbo,ClinicalNotePromptOption,Created,datetime
dbo,ClinicalNotePromptOption,CreatedBy,varchar
dbo,ClinicalNotePromptOption,CreatedByHost,varchar
dbo,ClinicalNotePromptOption,LastModified,datetime
dbo,ClinicalNotePromptOption,LastModifiedBy,varchar
dbo,ClinicalNotePromptOption,LastModifiedByHost,varchar
dbo,ClinicalNotePromptOption,ClinicalNotePromptOptionID,bigint
dbo,ClinicalNotePromptType,ClinicalNotePromptTypeID,int
dbo,ClinicalNotePromptType,Name,varchar
dbo,ClinicalNotePromptType,Description,varchar
dbo,ClinicalNotePromptType,Version,int
dbo,ClinicalNotePromptType,Created,datetime
dbo,ClinicalNotePromptType,CreatedBy,varchar
dbo,ClinicalNotePromptType,CreatedByHost,varchar
dbo,ClinicalNotePromptType,LastModified,datetime
dbo,ClinicalNotePromptType,LastModifiedBy,varchar
dbo,ClinicalNotePromptType,LastModifiedByHost,varchar
dbo,ClinicalNoteTaskReportTerminator,ClinicalNoteTaskReportTerminatorID,bigint
dbo,ClinicalNoteTaskReportTerminator,ShouldTerminate,bit
dbo,ClinicalNoteTaskReportTerminator,DomainVersion,int
dbo,ClinicalNoteTaskReportTerminator,OrganizationID,int
dbo,ClinicalNoteTaskReportTerminator,Created,datetime2
dbo,ClinicalNoteTaskReportTerminator,CreatedBy,varchar
dbo,ClinicalNoteTaskReportTerminator,CreatedByHost,varchar
dbo,ClinicalNoteTaskReportTerminator,LastModified,datetime2
dbo,ClinicalNoteTaskReportTerminator,LastModifiedBy,varchar
dbo,ClinicalNoteTaskReportTerminator,LastModifiedByHost,varchar
dbo,ClinicalNoteTemplate,Name,nvarchar
dbo,ClinicalNoteTemplate,NoteText,nvarchar
dbo,ClinicalNoteTemplate,ClinicalNoteTemplateCategoryID,int
dbo,ClinicalNoteTemplate,LocationID,bigint
dbo,ClinicalNoteTemplate,OrganizationID,int
dbo,ClinicalNoteTemplate,Version,int
dbo,ClinicalNoteTemplate,Created,datetime
dbo,ClinicalNoteTemplate,CreatedBy,varchar
dbo,ClinicalNoteTemplate,CreatedByHost,varchar
dbo,ClinicalNoteTemplate,LastModified,datetime
dbo,ClinicalNoteTemplate,LastModifiedBy,varchar
dbo,ClinicalNoteTemplate,LastModifiedByHost,varchar
dbo,ClinicalNoteTemplate,ClinicalNoteTemplateID,bigint
dbo,ClinicalNoteTemplateAcademic,ClinicalNoteTemplateID,bigint
dbo,ClinicalNoteTemplateAcademic,Active,bit
dbo,ClinicalNoteTemplateAcademic,OrganizationID,int
dbo,ClinicalNoteTemplateAcademic,DomainVersion,int
dbo,ClinicalNoteTemplateAcademic,Created,datetime2
dbo,ClinicalNoteTemplateAcademic,CreatedBy,varchar
dbo,ClinicalNoteTemplateAcademic,CreatedByHost,varchar
dbo,ClinicalNoteTemplateAcademic,LastModified,datetime2
dbo,ClinicalNoteTemplateAcademic,LastModifiedBy,varchar
dbo,ClinicalNoteTemplateAcademic,LastModifiedByHost,varchar
dbo,ClinicalNoteTemplateCategory,ClinicalNoteTemplateCategoryID,int
dbo,ClinicalNoteTemplateCategory,Name,varchar
dbo,ClinicalNoteTemplateCategory,Description,varchar
dbo,ClinicalNoteTemplateCategory,Version,int
dbo,ClinicalNoteTemplateCategory,Created,datetime
dbo,ClinicalNoteTemplateCategory,CreatedBy,varchar
dbo,ClinicalNoteTemplateCategory,CreatedByHost,varchar
dbo,ClinicalNoteTemplateCategory,LastModified,datetime
dbo,ClinicalNoteTemplateCategory,LastModifiedBy,varchar
dbo,ClinicalNoteTemplateCategory,LastModifiedByHost,varchar
dbo,ClinicalNoteTooth,ClinicalNoteToothID,bigint
dbo,ClinicalNoteTooth,ClinicalNoteID,bigint
dbo,ClinicalNoteTooth,ToothID,tinyint
dbo,ClinicalNoteTooth,IsToothGrown,bit
dbo,ClinicalNoteTooth,OrganizationID,int
dbo,ClinicalNoteTooth,Version,int
dbo,ClinicalNoteTooth,Created,datetime
dbo,ClinicalNoteTooth,CreatedBy,varchar
dbo,ClinicalNoteTooth,CreatedByHost,varchar
dbo,ClinicalNoteTooth,LastModified,datetime
dbo,ClinicalNoteTooth,LastModifiedBy,varchar
dbo,ClinicalNoteTooth,LastModifiedByHost,varchar
dbo,Communication,ResultType,varchar
dbo,Communication,Version,int
dbo,Communication,Created,datetime
dbo,Communication,CreatedBy,varchar
dbo,Communication,CreatedByHost,varchar
dbo,Communication,LastModified,datetime
dbo,Communication,LastModifiedBy,varchar
dbo,Communication,LastModifiedByHost,varchar
dbo,Communication,PatientID,bigint
dbo,Communication,Message,varchar
dbo,Communication,ScheduleItemID,bigint
dbo,Communication,Type,varchar
dbo,Communication,Note,varchar
dbo,Communication,OnlineUserID,varchar
dbo,Communication,Subject,varchar
dbo,Communication,RecareAvailabilityId,bigint
dbo,Communication,CommunicationID,bigint
dbo,Communication,OrganizationID,int
dbo,CompanyType,CompanyTypeID,tinyint
dbo,CompanyType,Name,varchar
dbo,CompanyType,BasicDescription,varchar
dbo,CompanyType,Created,datetime2
dbo,CompanyType,CreatedBy,varchar
dbo,CompanyType,CreatedByHost,varchar
dbo,CompanyType,LastModified,datetime2
dbo,CompanyType,LastModifiedBy,varchar
dbo,CompanyType,LastModifiedByHost,varchar
dbo,ConcurrentLoginPeak,ConcurrentLoginPeakID,bigint
dbo,ConcurrentLoginPeak,OrganizationID,int
dbo,ConcurrentLoginPeak,ViolationDate,date
dbo,ConcurrentLoginPeak,Version,int
dbo,ConcurrentLoginPeak,Created,datetime
dbo,ConcurrentLoginPeak,CreatedBy,varchar
dbo,ConcurrentLoginPeak,CreatedByHost,varchar
dbo,ConcurrentLoginPeak,LastModified,datetime
dbo,ConcurrentLoginPeak,LastModifiedBy,varchar
dbo,ConcurrentLoginPeak,LastModifiedByHost,varchar
dbo,ConcurrentLoginPeak,PeakDate,datetime2
dbo,ConcurrentLoginPeak,SyncStatusID,tinyint
dbo,ConcurrentLoginPeak,NotificationStatusID,tinyint
dbo,ConcurrentLoginPeakOnlineUser,ConcurrentLoginPeakID,bigint
dbo,ConcurrentLoginPeakOnlineUser,OnlineUserID,bigint
dbo,Condition,ConditionID,int
dbo,Condition,AbbreviatedDescription,varchar
dbo,Condition,TreatmentAreaID,int
dbo,Condition,Version,int
dbo,Condition,Created,datetime
dbo,Condition,CreatedBy,varchar
dbo,Condition,CreatedByHost,varchar
dbo,Condition,LastModified,datetime
dbo,Condition,LastModifiedBy,varchar
dbo,Condition,LastModifiedByHost,varchar
dbo,Condition,SNOMEDCode,varchar
dbo,Condition,Favorite,bit
dbo,Condition,SNODENTID,int
dbo,Condition,ICD10ID,int
dbo,ConditionSurfaceRestriction,ConditionID,int
dbo,ConditionSurfaceRestriction,MaxSelectedSurfacesCount,int
dbo,ConditionSurfaceRestriction,Mesial,bit
dbo,ConditionSurfaceRestriction,Incisal,bit
dbo,ConditionSurfaceRestriction,Occlusal,bit
dbo,ConditionSurfaceRestriction,Distal,bit
dbo,ConditionSurfaceRestriction,Lingual,bit
dbo,ConditionSurfaceRestriction,Facial,bit
dbo,ConditionSurfaceRestriction,Buccal,bit
dbo,ConditionSurfaceRestriction,DomainVersion,int
dbo,ConditionSurfaceRestriction,Created,datetime
dbo,ConditionSurfaceRestriction,CreatedBy,varchar
dbo,ConditionSurfaceRestriction,CreatedByHost,varchar
dbo,ConditionSurfaceRestriction,LastModified,datetime
dbo,ConditionSurfaceRestriction,LastModifiedBy,varchar
dbo,ConditionSurfaceRestriction,LastModifiedByHost,varchar
dbo,ConditionTooth,PatientConditionID,bigint
dbo,ConditionTooth,Version,int
dbo,ConditionTooth,ToothID,tinyint
dbo,ConditionTooth,Mesial,bit
dbo,ConditionTooth,Incisal,bit
dbo,ConditionTooth,Occlusal,bit
dbo,ConditionTooth,Distal,bit
dbo,ConditionTooth,Lingual,bit
dbo,ConditionTooth,Facial,bit
dbo,ConditionTooth,Buccal,bit
dbo,ConditionTooth,Created,datetime
dbo,ConditionTooth,CreatedBy,varchar
dbo,ConditionTooth,CreatedByHost,varchar
dbo,ConditionTooth,LastModified,datetime
dbo,ConditionTooth,LastModifiedBy,varchar
dbo,ConditionTooth,LastModifiedByHost,varchar
dbo,ConditionTooth,ConditionToothID,bigint
dbo,ConditionTooth,OrganizationID,int
dbo,ConditionTooth,ClassFive,bit
dbo,ConsentMessage,ConsentMessageID,bigint
dbo,ConsentMessage,OrganizationID,int
dbo,ConsentMessage,LocationID,bigint
dbo,ConsentMessage,Description,varchar
dbo,ConsentMessage,DomainVersion,int
dbo,ConsentMessage,Created,datetime2
dbo,ConsentMessage,CreatedBy,varchar
dbo,ConsentMessage,CreatedByHost,varchar
dbo,ConsentMessage,LastModified,datetime2
dbo,ConsentMessage,LastModifiedBy,varchar
dbo,ConsentMessage,LastModifiedByHost,varchar
dbo,ContactMethod,ContactMethodID,int
dbo,ContactMethod,Name,varchar
dbo,ContactMethod,Description,varchar
dbo,ContactMethod,Created,datetime
dbo,ContactMethod,CreatedBy,varchar
dbo,ContactMethod,CreatedByHost,varchar
dbo,ContactMethod,LastModified,datetime
dbo,ContactMethod,LastModifiedBy,varchar
dbo,ContactMethod,LastModifiedByHost,varchar
dbo,Conversion,ConversionID,int
dbo,Conversion,OrganizationID,int
dbo,Conversion,ConversionDescription,nvarchar
dbo,Conversion,ConversionDate,datetime
dbo,Conversion,ConversionStatusID,tinyint
dbo,Conversion,ItdbDbGuid,uniqueidentifier
dbo,Conversion,ConversionThirdPartyConversionID,int
dbo,ConversionAction,ConversionActionID,tinyint
dbo,ConversionAction,ActionName,varchar
dbo,ConversionColumn,ConversionColumnID,int
dbo,ConversionColumn,ConversionTableID,int
dbo,ConversionColumn,ColumnName,sysname
dbo,ConversionLocation,ConversionID,int
dbo,ConversionLocation,LocationID,bigint
dbo,ConversionLocation,ThirdPartyClinicID,varchar
dbo,ConversionPatientLedger,PatientLedgerID,bigint
dbo,ConversionPatientLedger,LastModified,datetime
dbo,ConversionStatus,ConversionStatusID,tinyint
dbo,ConversionStatus,StatusDescription,nvarchar
dbo,ConversionStep,ConversionStepID,bigint
dbo,ConversionStep,ConversionID,int
dbo,ConversionStep,ConversionTableID,int
dbo,ConversionStep,ConversionActionID,tinyint
dbo,ConversionStepInsert,ConversionStepInsertID,bigint
dbo,ConversionStepInsert,ConversionStepID,bigint
dbo,ConversionStepInsertValue,ConversionStepInsertID,bigint
dbo,ConversionStepInsertValue,PKColumnID,int
dbo,ConversionStepInsertValue,PKValue,bigint
dbo,ConversionStepUpdate,ConversionStepUpdateID,bigint
dbo,ConversionStepUpdate,ConversionStepID,bigint
dbo,ConversionStepUpdateSet,ConversionStepUpdateID,bigint
dbo,ConversionStepUpdateSet,ColumnID,int
dbo,ConversionStepUpdateSet,OldValue,bigint
dbo,ConversionStepUpdateSet,NewValue,bigint
dbo,ConversionStepUpdateValue,ConversionStepUpdateID,bigint
dbo,ConversionStepUpdateValue,PKColumnID,int
dbo,ConversionStepUpdateValue,PKValue,bigint
dbo,ConversionTable,ConversionTableID,int
dbo,ConversionTable,TableName,sysname
dbo,ConversionTablePK,ConversionTablePKID,int
dbo,ConversionTablePK,ConversionTableID,int
dbo,ConversionTablePK,ColumnName,sysname
dbo,ConversionThirdPartyClinic,ConversionThirdPartyConversionID,int
dbo,ConversionThirdPartyClinic,ThirdPartyClinicID,varchar
dbo,ConversionThirdPartyClinic,LocationID,bigint
dbo,ConversionThirdPartyClinic,DomainVersion,int
dbo,ConversionThirdPartyConversion,ConversionThirdPartyConversionID,int
dbo,ConversionThirdPartyConversion,ConversionThirdPartyGuid,uniqueidentifier
dbo,ConversionThirdPartyConversion,OrganizationID,int
dbo,ConversionThirdPartyConversion,SourceProductVersion,varchar
dbo,ConversionThirdPartyConversion,DomainVersion,int
dbo,ConversionThirdPartyDocument,ConversionThirdPartyDocumentID,bigint
dbo,ConversionThirdPartyDocument,ConversionThirdPartyConversionID,int
dbo,ConversionThirdPartyDocument,PatientID,bigint
dbo,ConversionThirdPartyDocument,ThirdPartyDocumentID,varchar
dbo,ConversionThirdPartyDocument,ThirdPartyClinicID,varchar
dbo,ConversionThirdPartyDocument,Filename,varchar
dbo,ConversionThirdPartyDocument,OriginalFilename,varchar
dbo,ConversionThirdPartyDocument,PageNumber,smallint
dbo,ConversionThirdPartyDocument,Uploaded,bit
dbo,ConversionThirdPartyDocument,FailedUpload,bit
dbo,ConversionThirdPartyDocument,ConvertedToSupportedType,bit
dbo,ConversionThirdPartyDocument,ConvertedFilename,varchar
dbo,ConversionThirdPartyDocument,DocumentDate,datetime
dbo,ConversionThirdPartyDocument,DateUploaded,datetime
dbo,ConversionThirdPartyDocument,Sha1Hash,char
dbo,ConversionThirdPartyDocument,DomainVersion,int
dbo,ConversionThirdPartyDocumentIssue,ConversionThirdPartyDocumentIssueID,bigint
dbo,ConversionThirdPartyDocumentIssue,ConversionThirdPartyDocumentID,bigint
dbo,ConversionThirdPartyDocumentIssue,Issue,varchar
dbo,ConversionThirdPartyDocumentIssue,DomainVersion,int
dbo,ConversionThirdPartyDocumentTag,ConversionThirdPartyDocumentID,bigint
dbo,ConversionThirdPartyDocumentTag,ConversionThirdPartyTagID,bigint
dbo,ConversionThirdPartyDocumentTag,DomainVersion,int
dbo,ConversionThirdPartyPatient,ConversionThirdPartyPatientID,bigint
dbo,ConversionThirdPartyPatient,ConversionThirdPartyConversionID,int
dbo,ConversionThirdPartyPatient,PatientID,bigint
dbo,ConversionThirdPartyPatient,ThirdPartyPatientID,varchar
dbo,ConversionThirdPartyPatient,ThirdPartyClinicID,varchar
dbo,ConversionThirdPartyPatient,AllDocumentsUploaded,bit
dbo,ConversionThirdPartyPatient,DomainVersion,int
dbo,ConversionThirdPartyPatient,AdditionalData,varchar
dbo,ConversionThirdPartyProvider,ConversionThirdPartyProviderID,bigint
dbo,ConversionThirdPartyProvider,ConversionThirdPartyConversionID,int
dbo,ConversionThirdPartyProvider,ProviderID,bigint
dbo,ConversionThirdPartyProvider,ThirdPartyProviderID,varchar
dbo,ConversionThirdPartyProvider,ThirdPartyClinicID,varchar
dbo,ConversionThirdPartyProvider,DomainVersion,int
dbo,ConversionThirdPartyTag,ConversionThirdPartyTagID,bigint
dbo,ConversionThirdPartyTag,OrganizationID,int
dbo,ConversionThirdPartyTag,Name,varchar
dbo,ConversionThirdPartyTag,DomainVersion,int
dbo,CoordinationOfBenefitsMethod,CoordinationOfBenefitsMethodID,tinyint
dbo,CoordinationOfBenefitsMethod,Name,varchar
dbo,CoordinationOfBenefitsMethod,BasicDescription,varchar
dbo,CoordinationOfBenefitsMethod,Created,datetime2
dbo,CoordinationOfBenefitsMethod,CreatedBy,varchar
dbo,CoordinationOfBenefitsMethod,CreatedByHost,varchar
dbo,CoordinationOfBenefitsMethod,LastModified,datetime2
dbo,CoordinationOfBenefitsMethod,LastModifiedBy,varchar
dbo,CoordinationOfBenefitsMethod,LastModifiedByHost,varchar
dbo,CoverageExceptionType,CoverageExceptionTypeID,tinyint
dbo,CoverageExceptionType,Name,varchar
dbo,CoverageExceptionType,BasicDescription,varchar
dbo,CoverageExceptionType,Created,datetime
dbo,CoverageExceptionType,CreatedBy,varchar
dbo,CoverageExceptionType,CreatedByHost,varchar
dbo,CoverageExceptionType,LastModified,datetime
dbo,CoverageExceptionType,LastModifiedBy,varchar
dbo,CoverageExceptionType,LastModifiedByHost,varchar
dbo,CoverageExceptionType,Weight,tinyint
dbo,CoverageExceptionWaitingPeriod,CoverageExceptionWaitingPeriodID,bigint
dbo,CoverageExceptionWaitingPeriod,Amount,tinyint
dbo,CoverageExceptionWaitingPeriod,ChronoUnit,char
dbo,CoverageExceptionWaitingPeriod,OrganizationID,int
dbo,CoverageExceptionWaitingPeriod,DomainVersion,int
dbo,CoverageExceptionWaitingPeriod,Created,datetime2
dbo,CoverageExceptionWaitingPeriod,CreatedBy,varchar
dbo,CoverageExceptionWaitingPeriod,CreatedByHost,varchar
dbo,CoverageExceptionWaitingPeriod,LastModified,datetime2
dbo,CoverageExceptionWaitingPeriod,LastModifiedBy,varchar
dbo,CoverageExceptionWaitingPeriod,LastModifiedByHost,varchar
dbo,CoverageProcedureCopay,CoverageProcedureCopayID,bigint
dbo,CoverageProcedureCopay,CarrierPlanCoverageID,bigint
dbo,CoverageProcedureCopay,PracticeProcedure_OrganizationProcedureID,bigint
dbo,CoverageProcedureCopay,DeductibleTypeID,int
dbo,CoverageProcedureCopay,DomainVersion,int
dbo,CoverageProcedureCopay,Copay,decimal
dbo,CoverageProcedureCopay,OrganizationID,int
dbo,CoverageProcedureCopay,Created,datetime2
dbo,CoverageProcedureCopay,CreatedBy,varchar
dbo,CoverageProcedureCopay,CreatedByHost,varchar
dbo,CoverageProcedureCopay,LastModified,datetime2
dbo,CoverageProcedureCopay,LastModifiedBy,varchar
dbo,CoverageProcedureCopay,LastModifiedByHost,varchar
dbo,CoverageProcedureRange,CarrierPlanCoverageID,bigint
dbo,CoverageProcedureRange,RangeStart,varchar
dbo,CoverageProcedureRange,RangeEnd,varchar
dbo,CoverageProcedureRange,DeductibleTypeID,int
dbo,CoverageProcedureRange,Version,int
dbo,CoverageProcedureRange,Category,varchar
dbo,CoverageProcedureRange,CoveragePercentage,decimal
dbo,CoverageProcedureRange,Created,datetime
dbo,CoverageProcedureRange,CreatedBy,varchar
dbo,CoverageProcedureRange,CreatedByHost,varchar
dbo,CoverageProcedureRange,LastModified,datetime
dbo,CoverageProcedureRange,LastModifiedBy,varchar
dbo,CoverageProcedureRange,LastModifiedByHost,varchar
dbo,CoverageProcedureRange,CoverageProcedureRangeID,bigint
dbo,CoverageProcedureRange,OrganizationID,int
dbo,CoverageProcedureRange,RangeStartExtension,varchar
dbo,CoverageProcedureRange,RangeEndExtension,varchar
dbo,CoverageProcedureRangeTemplate,CoverageProcedureRangeTemplateID,int
dbo,CoverageProcedureRangeTemplate,RangeStart,varchar
dbo,CoverageProcedureRangeTemplate,RangeEnd,varchar
dbo,CoverageProcedureRangeTemplate,DeductibleTypeID,int
dbo,CoverageProcedureRangeTemplate,Version,int
dbo,CoverageProcedureRangeTemplate,Category,varchar
dbo,CoverageProcedureRangeTemplate,CoveragePercentage,decimal
dbo,CoverageProcedureRangeTemplate,Created,datetime
dbo,CoverageProcedureRangeTemplate,CreatedBy,varchar
dbo,CoverageProcedureRangeTemplate,CreatedByHost,varchar
dbo,CoverageProcedureRangeTemplate,LastModified,datetime
dbo,CoverageProcedureRangeTemplate,LastModifiedBy,varchar
dbo,CoverageProcedureRangeTemplate,LastModifiedByHost,varchar
dbo,CoverageType,CoverageTypeID,tinyint
dbo,CoverageType,Name,varchar
dbo,CoverageType,Description,varchar
dbo,CoverageType,Created,datetime2
dbo,CoverageType,CreatedBy,varchar
dbo,CoverageType,CreatedByHost,varchar
dbo,CoverageType,LastModified,datetime2
dbo,CoverageType,LastModifiedBy,varchar
dbo,CoverageType,LastModifiedByHost,varchar
dbo,CreditCard,CreditCardID,int
dbo,CreditCard,Name,varchar
dbo,CreditCard,Description,varchar
dbo,CreditCard,Version,int
dbo,CreditCard,Created,datetime
dbo,CreditCard,CreatedBy,varchar
dbo,CreditCard,CreatedByHost,varchar
dbo,CreditCard,LastModified,datetime
dbo,CreditCard,LastModifiedBy,varchar
dbo,CreditCard,LastModifiedByHost,varchar
dbo,CreditCard,ShortName,varchar
dbo,CreditCardLogo,CreditCardLogoID,bigint
dbo,CreditCardLogo,Name,varchar
dbo,CreditCardLogo,OrganizationID,int
dbo,CreditCardLogo,DomainVersion,int
dbo,CreditCardLogo,Created,datetime2
dbo,CreditCardLogo,CreatedBy,varchar
dbo,CreditCardLogo,CreatedByHost,varchar
dbo,CreditCardLogo,LastModified,datetime2
dbo,CreditCardLogo,LastModifiedBy,varchar
dbo,CreditCardLogo,LastModifiedByHost,varchar
dbo,CreditCardSignature,CreditCardSignatureID,bigint
dbo,CreditCardSignature,Format,varchar
dbo,CreditCardSignature,Signature,varbinary
dbo,CreditCardSignature,OrganizationID,int
dbo,CreditCardSignature,DomainVersion,int
dbo,CreditCardSignature,Created,datetime2
dbo,CreditCardSignature,CreatedBy,varchar
dbo,CreditCardSignature,CreatedByHost,varchar
dbo,CreditCardSignature,LastModified,datetime2
dbo,CreditCardSignature,LastModifiedBy,varchar
dbo,CreditCardSignature,LastModifiedByHost,varchar
dbo,CreditCardTransaction,PaymentTransactionID,varchar
dbo,CreditCardTransaction,TransactionStatus,varchar
dbo,CreditCardTransaction,ApprovalCode,varchar
dbo,CreditCardTransaction,ResponseCode,varchar
dbo,CreditCardTransaction,Version,int
dbo,CreditCardTransaction,Created,datetime
dbo,CreditCardTransaction,CreatedBy,varchar
dbo,CreditCardTransaction,CreatedByHost,varchar
dbo,CreditCardTransaction,LastModified,datetime
dbo,CreditCardTransaction,LastModifiedBy,varchar
dbo,CreditCardTransaction,LastModifiedByHost,varchar
dbo,CreditCardTransaction,CardholderName,varchar
dbo,CreditCardTransaction,CardholderLastName,varchar
dbo,CreditCardTransaction,CardholderMiddleName,varchar
dbo,CreditCardTransaction,CreditCardTransactionID,bigint
dbo,CreditCardTransaction,OrganizationID,int
dbo,CreditCardTransaction,TransactionDate,datetime2
dbo,CreditCardTransaction,RequestedAmount,decimal
dbo,CreditCardTransaction,HostResponseCode,varchar
dbo,CreditCardTransaction,HostResponseMessage,varchar
dbo,CreditCardTransaction,ApplicationIdentifier,varchar
dbo,CreditCardTransaction,ApplicationLabel,varchar
dbo,CreditCardTransaction,ApplicationPreferredName,varchar
dbo,CreditCardTransaction,Cryptogram,varchar
dbo,CreditCardTransaction,TerminalId,varchar
dbo,CreditCardTransaction,MerchantId,varchar
dbo,CreditCardTransaction,PaymentType,varchar
dbo,CreditCardTransaction,CurrencyCode,varchar
dbo,CreditCardTransaction,EntryMode,varchar
dbo,CreditCardTransaction,NetworkLabel,varchar
dbo,CreditCardTransaction,IsApproved,bit
dbo,CreditCardTransaction,PinVerified,bit
dbo,CreditCardTransaction,ErrorMessage,varchar
dbo,CreditCardTransaction,CardPaymentAccountLaneID,bigint
dbo,CreditCardTransaction,ExpressResponseCode,varchar
dbo,CreditCardTransaction,CreditCardSignatureID,bigint
dbo,CreditCardTransaction,VoidDeclined,bit
dbo,CreditCardTransaction,PosProvider,varchar
dbo,CreditCardTransaction,CreditCardTransactionSource,tinyint
dbo,CreditCardTransaction,CardPaymentAccountID,bigint
dbo,CreditCardTransaction,CreditCardLogoID,bigint
dbo,CreditCardTransaction,ExpirationYear,varchar
dbo,CreditCardTransaction,ExpirationMonth,varchar
dbo,CreditCardTransaction,NetworkTransactionID,varchar
dbo,CreditCardTransaction,CreditCardNumber,varchar
dbo,CreditCardTransaction,Initial_CreditCardTransactionID,bigint
