Product,Tab Name,Data Visualization,Data Viz Calculation,Enterprise Data Dictionary Table,Enterprise Data Dictionary Field,Enterprise DD Data Type,Data Point Calculation,Data Teams Data Dictionary Table22,Data Team Data Dictionary Field,DD Data Type2,Source Type,Source Data Collection,Source Table,Source Column Name,Source Data Type
InsightFlow,Client - Data,Trending Dashboard Trending T13M Cash Collected Patient Collection (Payer Type),(SUM(Payments) WHERE Payer Type = 'Patient') FOR EACH MONTH(Service Date) in last 13 months WHERE Payer Type = '<filter>',dbo.transactions,Service Date,date,,dbo.factRevenueLineItems,ServiceDate,date,PMS,HCHB,billing.LINE_ITEMS,li_servicedate,date
InsightFlow,Client - Data,Trending Dashboard Trending T13M Cash Collected Patient Collection (Payer),(SUM(Payments) WHERE Payer Type = 'Patient') FOR EACH MONTH(Service Date) in last 13 months WHERE Payer = '<filter>',dbo.payer,Insurance Name,varchar(50),,dimpayerSource,payerTypeDescription,varchar(50),PMS,HCHB,pt_desc,payer Type Name,varchar(50)
InsightFlow,Client - Data,Trending Dashboard Trending T13M Cash Collected Patient Collection (Payer),(SUM(Payments) WHERE Payer Type = 'Patient') FOR EACH MONTH(Service Date) in last 13 months WHERE Payer = '<filter>',dbo.transactions,Payments,float,,dbo.factRevenueCashPayments,InitialAmount,decimal(9),PMS,HCHB,accounting.CASH_TRANSACTIONS,ct_initialamount,decimal(9)
InsightFlow,Client - Data,Trending Dashboard Trending T13M Cash Collected Patient Collection (Payer),(SUM(Payments) WHERE Payer Type = 'Patient') FOR EACH MONTH(Service Date) in last 13 months WHERE Payer = '<filter>',dbo.payer,Payer Type,varchar(50),...,dbo.dimpayerSource,payerTypeDescription,varchar(50),PMS,HCHB,dbo.payer_TYPES,pt_desc,varchar(50)
InsightFlow,Client - Data,Trending Dashboard Trending T13M Cash Collected Patient Collection (Payer),(SUM(Payments) WHERE Payer Type = 'Patient') FOR EACH MONTH(Service Date) in last 13 months WHERE Payer = '<filter>',dbo.transactions,Service Date,date,,dbo.factRevenueLineItems,ServiceDate,date,PMS,HCHB,billing.LINE_ITEMS,li_servicedate,date
InsightFlow,Client - Data,Trending Dashboard Trending T13M Cash Collected Patient Collection (Lob),(SUM(Payments) WHERE Payer Type = 'Patient') FOR EACH MONTH(Service Date) in last 13 months WHERE Lob = '<filter>',dbo.provider,Lob,varchar(400),,dbo.dimLocationHierarchy,Lob,varchar(400),PMS,HCHB,,,
InsightFlow,Client - Data,Trending Dashboard Trending T13M Cash Collected Patient Collection (Lob),(SUM(Payments) WHERE Payer Type = 'Patient') FOR EACH MONTH(Service Date) in last 13 months WHERE Lob = '<filter>',dbo.transactions,Payments,float,,dbo.factRevenueCashPayments,InitialAmount,decimal(9),PMS,HCHB,accounting.CASH_TRANSACTIONS,ct_initialamount,decimal(9)
InsightFlow,Client - Data,Trending Dashboard Trending T13M Cash Collected Patient Collection (Lob),(SUM(Payments) WHERE Payer Type = 'Patient') FOR EACH MONTH(Service Date) in last 13 months WHERE Lob = '<filter>',dbo.payer,Payer Type,varchar(50),...,dbo.dimpayerSource,payerTypeDescription,varchar(50),PMS,HCHB,dbo.payer_TYPES,pt_desc,varchar(50)
InsightFlow,Client - Data,Trending Dashboard Trending T13M Cash Collected Patient Collection (Lob),(SUM(Payments) WHERE Payer Type = 'Patient') FOR EACH MONTH(Service Date) in last 13 months WHERE Lob = '<filter>',dbo.transactions,Service Date,date,,dbo.factRevenueLineItems,ServiceDate,date,PMS,HCHB,billing.LINE_ITEMS,li_servicedate,date
InsightFlow,Client - Data,Trending Dashboard Aging – AR By Department / Specialty / Location / Payer,"((AR Balance AS OF [Month End]) / ((SUM(Adjusted Charges) WHERE Service Date between [Month End ? 89 days] and [Month End]) ÷ 90) × 100) GROUP BY Department, Specialty, Location, Payer",dbo.transactions,AR Balance,float,(SUM(Charges) - SUM(Payments)) - SUM(Adjustments),dbo.factInvoices,InvoiceBalanceAmount,money,PMS,HCHB,,,
InsightFlow,Client - Data,Trending Dashboard Aging – AR By Department / Specialty / Location / Payer,"((AR Balance AS OF [Month End]) / ((SUM(Adjusted Charges) WHERE Service Date between [Month End ? 89 days] and [Month End]) ÷ 90) × 100) GROUP BY Department, Specialty, Location, Payer",dbo.transactions,Service Date,date,,dbo.factRevenueLineItems,ServiceDate,date,PMS,HCHB,billing.LINE_ITEMS,li_servicedate,date
InsightFlow,Client - Data,Trending Dashboard Aging – AR By Department / Specialty / Location / Payer,"((AR Balance AS OF [Month End]) / ((SUM(Adjusted Charges) WHERE Service Date between [Month End ? 89 days] and [Month End]) ÷ 90) × 100) GROUP BY Department, Specialty, Location, Payer",dbo.transactions,Adjusted Charges,float,,dbo.factRevenueLineItems,RevenueAdjustedAmount,decimal(9),PMS,HCHB,accounting.REVENUE_TRANSACTIONS,rt_adjustedamount,decimal(9)
InsightFlow,Client - Data,Trending Dashboard Aging – AR By Department / Specialty / Location / Payer,"((AR Balance AS OF [Month End]) / ((SUM(Adjusted Charges) WHERE Service Date between [Month End ? 89 days] and [Month End]) ÷ 90) × 100) GROUP BY Department, Specialty, Location, Payer",dbo.transactions,Payments,float,,dbo.factRevenueCashPayments,InitialAmount,decimal(9),PMS,HCHB,accounting.CASH_TRANSACTIONS,ct_initialamount,decimal(9)
InsightFlow,Client - Data,Trending Dashboard Aging – AR By Department / Specialty / Location / Payer,"((AR Balance AS OF [Month End]) / ((SUM(Adjusted Charges) WHERE Service Date between [Month End ? 89 days] and [Month End]) ÷ 90) × 100) GROUP BY Department, Specialty, Location, Payer",dbo.provider,Lob,varchar(400),,dbo.dimLocationHierarchy,Lob,varchar(400),PMS,HCHB,,,
InsightFlow,Client - Data,Trending Dashboard Aging – AR By Department / Specialty / Location / Payer,"((AR Balance AS OF [Month End]) / ((SUM(Adjusted Charges) WHERE Service Date between [Month End ? 89 days] and [Month End]) ÷ 90) × 100) GROUP BY Department, Specialty, Location, Payer",dbo.provider,Specialty,varchar(50),,dbo.dimWorker,JobDescription,varchar(50),PMS,HCHB,,,
InsightFlow,Client - Data,Trending Dashboard Aging – AR By Department / Specialty / Location / Payer,"((AR Balance AS OF [Month End]) / ((SUM(Adjusted Charges) WHERE Service Date between [Month End ? 89 days] and [Month End]) ÷ 90) × 100) GROUP BY Department, Specialty, Location, Payer",dbo.provider,Location,varchar(400),,dbo.dimLocationHierarchy,LocationName,varchar(400),PMS,HCHB,,,
InsightFlow,Client - Data,Trending Dashboard Aging – AR By Department / Specialty / Location / Payer,"((AR Balance AS OF [Month End]) / ((SUM(Adjusted Charges) WHERE Service Date between [Month End ? 89 days] and [Month End]) ÷ 90) × 100) GROUP BY Department, Specialty, Location, Payer",dbo.payer,Insurance Name,varchar(50),,dimpayerSource,payerTypeDescription,varchar(50),PMS,HCHB,pt_desc,payer Type Name,varchar(50)
InsightFlow,Client - Data,Trending Dashboard Aging – AR By Department / Specialty / Location / Payer (Operations),"((AR Balance AS OF [Month End]) / ((SUM(Adjusted Charges) WHERE Service Date between [Month End ? 89 days] and [Month End]) ÷ 90) × 100) GROUP BY Department, Specialty, Location, Payer WHERE Operations = '<filter>'",dbo.provider,Operations,varchar(100),,dbo.dimLocationHierarchy,ExecutiveDirectorLongName,varchar(400),PMS,HCHB,,,
InsightFlow,Client - Data,Trending Dashboard Aging – AR By Department / Specialty / Location / Payer (Operations),"((AR Balance AS OF [Month End]) / ((SUM(Adjusted Charges) WHERE Service Date between [Month End ? 89 days] and [Month End]) ÷ 90) × 100) GROUP BY Department, Specialty, Location, Payer WHERE Operations = '<filter>'",dbo.transactions,AR Balance,float,(SUM(Charges) - SUM(Payments)) - SUM(Adjustments),dbo.factInvoices,InvoiceBalanceAmount,money,PMS,HCHB,,,
InsightFlow,Client - Data,Trending Dashboard Aging – AR By Department / Specialty / Location / Payer (Operations),"((AR Balance AS OF [Month End]) / ((SUM(Adjusted Charges) WHERE Service Date between [Month End ? 89 days] and [Month End]) ÷ 90) × 100) GROUP BY Department, Specialty, Location, Payer WHERE Operations = '<filter>'",dbo.transactions,Service Date,date,,dbo.factRevenueLineItems,ServiceDate,date,PMS,HCHB,billing.LINE_ITEMS,li_servicedate,date
InsightFlow,Client - Data,Trending Dashboard Aging – AR By Department / Specialty / Location / Payer (Operations),"((AR Balance AS OF [Month End]) / ((SUM(Adjusted Charges) WHERE Service Date between [Month End ? 89 days] and [Month End]) ÷ 90) × 100) GROUP BY Department, Specialty, Location, Payer WHERE Operations = '<filter>'",dbo.transactions,Adjusted Charges,float,,dbo.factRevenueLineItems,RevenueAdjustedAmount,decimal(9),PMS,HCHB,accounting.REVENUE_TRANSACTIONS,rt_adjustedamount,decimal(9)
InsightFlow,Client - Data,Trending Dashboard Aging – AR By Department / Specialty / Location / Payer (Operations),"((AR Balance AS OF [Month End]) / ((SUM(Adjusted Charges) WHERE Service Date between [Month End ? 89 days] and [Month End]) ÷ 90) × 100) GROUP BY Department, Specialty, Location, Payer WHERE Operations = '<filter>'",dbo.transactions,Payments,float,,dbo.factRevenueCashPayments,InitialAmount,decimal(9),PMS,HCHB,accounting.CASH_TRANSACTIONS,ct_initialamount,decimal(9)
InsightFlow,Client - Data,Trending Dashboard Aging – AR By Department / Specialty / Location / Payer (Operations),"((AR Balance AS OF [Month End]) / ((SUM(Adjusted Charges) WHERE Service Date between [Month End ? 89 days] and [Month End]) ÷ 90) × 100) GROUP BY Department, Specialty, Location, Payer WHERE Operations = '<filter>'",dbo.provider,Lob,varchar(400),,dbo.dimLocationHierarchy,Lob,varchar(400),PMS,HCHB,,,
InsightFlow,Client - Data,Trending Dashboard Aging – AR By Department / Specialty / Location / Payer (Operations),"((AR Balance AS OF [Month End]) / ((SUM(Adjusted Charges) WHERE Service Date between [Month End ? 89 days] and [Month End]) ÷ 90) × 100) GROUP BY Department, Specialty, Location, Payer WHERE Operations = '<filter>'",dbo.provider,Specialty,varchar(50),,dbo.dimWorker,JobDescription,varchar(50),PMS,HCHB,,,
InsightFlow,Client - Data,Trending Dashboard Aging – AR By Department / Specialty / Location / Payer (Operations),"((AR Balance AS OF [Month End]) / ((SUM(Adjusted Charges) WHERE Service Date between [Month End ? 89 days] and [Month End]) ÷ 90) × 100) GROUP BY Department, Specialty, Location, Payer WHERE Operations = '<filter>'",dbo.provider,Location,varchar(400),,dbo.dimLocationHierarchy,LocationName,varchar(400),PMS,HCHB,,,
InsightFlow,Client - Data,Trending Dashboard Aging – AR By Department / Specialty / Location / Payer (Operations),"((AR Balance AS OF [Month End]) / ((SUM(Adjusted Charges) WHERE Service Date between [Month End ? 89 days] and [Month End]) ÷ 90) × 100) GROUP BY Department, Specialty, Location, Payer WHERE Operations = '<filter>'",dbo.payer,Insurance Name,varchar(50),,dimpayerSource,payerTypeDescription,varchar(50),PMS,HCHB,pt_desc,payer Type Name,varchar(50)
InsightFlow,Client - Data,Trending Dashboard Aging – AR By Department / Specialty / Location / Payer (Location),"((AR Balance AS OF [Month End]) / ((SUM(Adjusted Charges) WHERE Service Date between [Month End ? 89 days] and [Month End]) ÷ 90) × 100) GROUP BY Department, Specialty, Location, Payer WHERE Location = '<filter>'",dbo.provider,Location,varchar(400),,dbo.dimLocationHierarchy,LocationName,varchar(400),PMS,HCHB,,,
InsightFlow,Client - Data,Trending Dashboard Aging – AR By Department / Specialty / Location / Payer (Location),"((AR Balance AS OF [Month End]) / ((SUM(Adjusted Charges) WHERE Service Date between [Month End ? 89 days] and [Month End]) ÷ 90) × 100) GROUP BY Department, Specialty, Location, Payer WHERE Location = '<filter>'",dbo.transactions,AR Balance,float,(SUM(Charges) - SUM(Payments)) - SUM(Adjustments),dbo.factInvoices,InvoiceBalanceAmount,money,PMS,HCHB,,,
InsightFlow,Client - Data,Trending Dashboard Aging – AR By Department / Specialty / Location / Payer (Location),"((AR Balance AS OF [Month End]) / ((SUM(Adjusted Charges) WHERE Service Date between [Month End ? 89 days] and [Month End]) ÷ 90) × 100) GROUP BY Department, Specialty, Location, Payer WHERE Location = '<filter>'",dbo.transactions,Service Date,date,,dbo.factRevenueLineItems,ServiceDate,date,PMS,HCHB,billing.LINE_ITEMS,li_servicedate,date
InsightFlow,Client - Data,Trending Dashboard Aging – AR By Department / Specialty / Location / Payer (Location),"((AR Balance AS OF [Month End]) / ((SUM(Adjusted Charges) WHERE Service Date between [Month End ? 89 days] and [Month End]) ÷ 90) × 100) GROUP BY Department, Specialty, Location, Payer WHERE Location = '<filter>'",dbo.transactions,Adjusted Charges,float,,dbo.factRevenueLineItems,RevenueAdjustedAmount,decimal(9),PMS,HCHB,accounting.REVENUE_TRANSACTIONS,rt_adjustedamount,decimal(9)
InsightFlow,Client - Data,Trending Dashboard Aging – AR By Department / Specialty / Location / Payer (Location),"((AR Balance AS OF [Month End]) / ((SUM(Adjusted Charges) WHERE Service Date between [Month End ? 89 days] and [Month End]) ÷ 90) × 100) GROUP BY Department, Specialty, Location, Payer WHERE Location = '<filter>'",dbo.transactions,Payments,float,,dbo.factRevenueCashPayments,InitialAmount,decimal(9),PMS,HCHB,accounting.CASH_TRANSACTIONS,ct_initialamount,decimal(9)
InsightFlow,Client - Data,Trending Dashboard Aging – AR By Department / Specialty / Location / Payer (Location),"((AR Balance AS OF [Month End]) / ((SUM(Adjusted Charges) WHERE Service Date between [Month End ? 89 days] and [Month End]) ÷ 90) × 100) GROUP BY Department, Specialty, Location, Payer WHERE Location = '<filter>'",dbo.provider,Lob,varchar(400),,dbo.dimLocationHierarchy,Lob,varchar(400),PMS,HCHB,,,
InsightFlow,Client - Data,Trending Dashboard Aging – AR By Department / Specialty / Location / Payer (Location),"((AR Balance AS OF [Month End]) / ((SUM(Adjusted Charges) WHERE Service Date between [Month End ? 89 days] and [Month End]) ÷ 90) × 100) GROUP BY Department, Specialty, Location, Payer WHERE Location = '<filter>'",dbo.provider,Specialty,varchar(50),,dbo.dimWorker,JobDescription,varchar(50),PMS,HCHB,,,
InsightFlow,Client - Data,Trending Dashboard Aging – AR By Department / Specialty / Location / Payer (Location),"((AR Balance AS OF [Month End]) / ((SUM(Adjusted Charges) WHERE Service Date between [Month End ? 89 days] and [Month End]) ÷ 90) × 100) GROUP BY Department, Specialty, Location, Payer WHERE Location = '<filter>'",dbo.provider,Location,varchar(400),,dbo.dimLocationHierarchy,LocationName,varchar(400),PMS,HCHB,,,
InsightFlow,Client - Data,Trending Dashboard Aging – AR By Department / Specialty / Location / Payer (Location),"((AR Balance AS OF [Month End]) / ((SUM(Adjusted Charges) WHERE Service Date between [Month End ? 89 days] and [Month End]) ÷ 90) × 100) GROUP BY Department, Specialty, Location, Payer WHERE Location = '<filter>'",dbo.payer,Insurance Name,varchar(50),,dimpayerSource,payerTypeDescription,varchar(50),PMS,HCHB,pt_desc,payer Type Name,varchar(50)
InsightFlow,Client - Data,Trending Dashboard Aging – AR By Department / Specialty / Location / Payer (Segment),"((AR Balance AS OF [Month End]) / ((SUM(Adjusted Charges) WHERE Service Date between [Month End ? 89 days] and [Month End]) ÷ 90) × 100) GROUP BY Department, Specialty, Location, Payer WHERE Segment = '<filter>'",dbo.provider,Segment,varchar(400),,dbo.dimLocationHierarchy,LobDescription,varchar(400),,,,,
InsightFlow,Client - Data,Trending Dashboard Aging – AR By Department / Specialty / Location / Payer (Segment),"((AR Balance AS OF [Month End]) / ((SUM(Adjusted Charges) WHERE Service Date between [Month End ? 89 days] and [Month End]) ÷ 90) × 100) GROUP BY Department, Specialty, Location, Payer WHERE Segment = '<filter>'",dbo.transactions,AR Balance,float,(SUM(Charges) - SUM(Payments)) - SUM(Adjustments),dbo.factInvoices,InvoiceBalanceAmount,money,PMS,HCHB,,,
InsightFlow,Client - Data,Trending Dashboard Aging – AR By Department / Specialty / Location / Payer (Segment),"((AR Balance AS OF [Month End]) / ((SUM(Adjusted Charges) WHERE Service Date between [Month End ? 89 days] and [Month End]) ÷ 90) × 100) GROUP BY Department, Specialty, Location, Payer WHERE Segment = '<filter>'",dbo.transactions,Service Date,date,,dbo.factRevenueLineItems,ServiceDate,date,PMS,HCHB,billing.LINE_ITEMS,li_servicedate,date
InsightFlow,Client - Data,Trending Dashboard Aging – AR By Department / Specialty / Location / Payer (Segment),"((AR Balance AS OF [Month End]) / ((SUM(Adjusted Charges) WHERE Service Date between [Month End ? 89 days] and [Month End]) ÷ 90) × 100) GROUP BY Department, Specialty, Location, Payer WHERE Segment = '<filter>'",dbo.transactions,Adjusted Charges,float,,dbo.factRevenueLineItems,RevenueAdjustedAmount,decimal(9),PMS,HCHB,accounting.REVENUE_TRANSACTIONS,rt_adjustedamount,decimal(9)
InsightFlow,Client - Data,Trending Dashboard Aging – AR By Department / Specialty / Location / Payer (Segment),"((AR Balance AS OF [Month End]) / ((SUM(Adjusted Charges) WHERE Service Date between [Month End ? 89 days] and [Month End]) ÷ 90) × 100) GROUP BY Department, Specialty, Location, Payer WHERE Segment = '<filter>'",dbo.transactions,Payments,float,,dbo.factRevenueCashPayments,InitialAmount,decimal(9),PMS,HCHB,accounting.CASH_TRANSACTIONS,ct_initialamount,decimal(9)
InsightFlow,Client - Data,Trending Dashboard Aging – AR By Department / Specialty / Location / Payer (Segment),"((AR Balance AS OF [Month End]) / ((SUM(Adjusted Charges) WHERE Service Date between [Month End ? 89 days] and [Month End]) ÷ 90) × 100) GROUP BY Department, Specialty, Location, Payer WHERE Segment = '<filter>'",dbo.provider,Lob,varchar(400),,dbo.dimLocationHierarchy,Lob,varchar(400),PMS,HCHB,,,
InsightFlow,Client - Data,Trending Dashboard Aging – AR By Department / Specialty / Location / Payer (Segment),"((AR Balance AS OF [Month End]) / ((SUM(Adjusted Charges) WHERE Service Date between [Month End ? 89 days] and [Month End]) ÷ 90) × 100) GROUP BY Department, Specialty, Location, Payer WHERE Segment = '<filter>'",dbo.provider,Specialty,varchar(50),,dbo.dimWorker,JobDescription,varchar(50),PMS,HCHB,,,
InsightFlow,Client - Data,Trending Dashboard Aging – AR By Department / Specialty / Location / Payer (Segment),"((AR Balance AS OF [Month End]) / ((SUM(Adjusted Charges) WHERE Service Date between [Month End ? 89 days] and [Month End]) ÷ 90) × 100) GROUP BY Department, Specialty, Location, Payer WHERE Segment = '<filter>'",dbo.provider,Location,varchar(400),,dbo.dimLocationHierarchy,LocationName,varchar(400),PMS,HCHB,,,
InsightFlow,Client - Data,Trending Dashboard Aging – AR By Department / Specialty / Location / Payer (Segment),"((AR Balance AS OF [Month End]) / ((SUM(Adjusted Charges) WHERE Service Date between [Month End ? 89 days] and [Month End]) ÷ 90) × 100) GROUP BY Department, Specialty, Location, Payer WHERE Segment = '<filter>'",dbo.payer,Insurance Name,varchar(50),,dimpayerSource,payerTypeDescription,varchar(50),PMS,HCHB,pt_desc,payer Type Name,varchar(50)
InsightFlow,Client - Data,Trending Dashboard Aging – AR By Department / Specialty / Location / Payer (Payer Type),"((AR Balance AS OF [Month End]) / ((SUM(Adjusted Charges) WHERE Service Date between [Month End ? 89 days] and [Month End]) ÷ 90) × 100) GROUP BY Department, Specialty, Location, Payer WHERE Payer Type = '<filter>'",dbo.payer,Payer Type,varchar(50),...,dbo.dimpayerSource,payerTypeDescription,varchar(50),PMS,HCHB,dbo.payer_TYPES,pt_desc,varchar(50)
InsightFlow,Client - Data,Trending Dashboard Aging – AR By Department / Specialty / Location / Payer (Payer Type),"((AR Balance AS OF [Month End]) / ((SUM(Adjusted Charges) WHERE Service Date between [Month End ? 89 days] and [Month End]) ÷ 90) × 100) GROUP BY Department, Specialty, Location, Payer WHERE Payer Type = '<filter>'",dbo.transactions,AR Balance,float,(SUM(Charges) - SUM(Payments)) - SUM(Adjustments),dbo.factInvoices,InvoiceBalanceAmount,money,PMS,HCHB,,,
InsightFlow,Client - Data,Trending Dashboard Aging – AR By Department / Specialty / Location / Payer (Payer Type),"((AR Balance AS OF [Month End]) / ((SUM(Adjusted Charges) WHERE Service Date between [Month End ? 89 days] and [Month End]) ÷ 90) × 100) GROUP BY Department, Specialty, Location, Payer WHERE Payer Type = '<filter>'",dbo.transactions,Service Date,date,,dbo.factRevenueLineItems,ServiceDate,date,PMS,HCHB,billing.LINE_ITEMS,li_servicedate,date
InsightFlow,Client - Data,Trending Dashboard Aging – AR By Department / Specialty / Location / Payer (Payer Type),"((AR Balance AS OF [Month End]) / ((SUM(Adjusted Charges) WHERE Service Date between [Month End ? 89 days] and [Month End]) ÷ 90) × 100) GROUP BY Department, Specialty, Location, Payer WHERE Payer Type = '<filter>'",dbo.transactions,Adjusted Charges,float,,dbo.factRevenueLineItems,RevenueAdjustedAmount,decimal(9),PMS,HCHB,accounting.REVENUE_TRANSACTIONS,rt_adjustedamount,decimal(9)
InsightFlow,Client - Data,Trending Dashboard Aging – AR By Department / Specialty / Location / Payer (Payer Type),"((AR Balance AS OF [Month End]) / ((SUM(Adjusted Charges) WHERE Service Date between [Month End ? 89 days] and [Month End]) ÷ 90) × 100) GROUP BY Department, Specialty, Location, Payer WHERE Payer Type = '<filter>'",dbo.transactions,Payments,float,,dbo.factRevenueCashPayments,InitialAmount,decimal(9),PMS,HCHB,accounting.CASH_TRANSACTIONS,ct_initialamount,decimal(9)
InsightFlow,Client - Data,Trending Dashboard Aging – AR By Department / Specialty / Location / Payer (Payer Type),"((AR Balance AS OF [Month End]) / ((SUM(Adjusted Charges) WHERE Service Date between [Month End ? 89 days] and [Month End]) ÷ 90) × 100) GROUP BY Department, Specialty, Location, Payer WHERE Payer Type = '<filter>'",dbo.provider,Lob,varchar(400),,dbo.dimLocationHierarchy,Lob,varchar(400),PMS,HCHB,,,
InsightFlow,Client - Data,Trending Dashboard Aging – AR By Department / Specialty / Location / Payer (Payer Type),"((AR Balance AS OF [Month End]) / ((SUM(Adjusted Charges) WHERE Service Date between [Month End ? 89 days] and [Month End]) ÷ 90) × 100) GROUP BY Department, Specialty, Location, Payer WHERE Payer Type = '<filter>'",dbo.provider,Specialty,varchar(50),,dbo.dimWorker,JobDescription,varchar(50),PMS,HCHB,,,
InsightFlow,Client - Data,Trending Dashboard Aging – AR By Department / Specialty / Location / Payer (Payer Type),"((AR Balance AS OF [Month End]) / ((SUM(Adjusted Charges) WHERE Service Date between [Month End ? 89 days] and [Month End]) ÷ 90) × 100) GROUP BY Department, Specialty, Location, Payer WHERE Payer Type = '<filter>'",dbo.provider,Location,varchar(400),,dbo.dimLocationHierarchy,LocationName,varchar(400),PMS,HCHB,,,
InsightFlow,Client - Data,Trending Dashboard Aging – AR By Department / Specialty / Location / Payer (Payer Type),"((AR Balance AS OF [Month End]) / ((SUM(Adjusted Charges) WHERE Service Date between [Month End ? 89 days] and [Month End]) ÷ 90) × 100) GROUP BY Department, Specialty, Location, Payer WHERE Payer Type = '<filter>'",dbo.payer,Insurance Name,varchar(50),,dimpayerSource,payerTypeDescription,varchar(50),PMS,HCHB,pt_desc,payer Type Name,varchar(50)
InsightFlow,Client - Data,Trending Dashboard Aging – AR By Department / Specialty / Location / Payer (Payer),"((AR Balance AS OF [Month End]) / ((SUM(Adjusted Charges) WHERE Service Date between [Month End ? 89 days] and [Month End]) ÷ 90) × 100) GROUP BY Department, Specialty, Location, Payer WHERE Payer = '<filter>'",dbo.payer,Insurance Name,varchar(50),,dimpayerSource,payerTypeDescription,varchar(50),PMS,HCHB,pt_desc,payer Type Name,varchar(50)
InsightFlow,Client - Data,Trending Dashboard Aging – AR By Department / Specialty / Location / Payer (Payer),"((AR Balance AS OF [Month End]) / ((SUM(Adjusted Charges) WHERE Service Date between [Month End ? 89 days] and [Month End]) ÷ 90) × 100) GROUP BY Department, Specialty, Location, Payer WHERE Payer = '<filter>'",dbo.transactions,AR Balance,float,(SUM(Charges) - SUM(Payments)) - SUM(Adjustments),dbo.factInvoices,InvoiceBalanceAmount,money,PMS,HCHB,,,
InsightFlow,Client - Data,Trending Dashboard Aging – AR By Department / Specialty / Location / Payer (Payer),"((AR Balance AS OF [Month End]) / ((SUM(Adjusted Charges) WHERE Service Date between [Month End ? 89 days] and [Month End]) ÷ 90) × 100) GROUP BY Department, Specialty, Location, Payer WHERE Payer = '<filter>'",dbo.transactions,Service Date,date,,dbo.factRevenueLineItems,ServiceDate,date,PMS,HCHB,billing.LINE_ITEMS,li_servicedate,date
InsightFlow,Client - Data,Trending Dashboard Aging – AR By Department / Specialty / Location / Payer (Payer),"((AR Balance AS OF [Month End]) / ((SUM(Adjusted Charges) WHERE Service Date between [Month End ? 89 days] and [Month End]) ÷ 90) × 100) GROUP BY Department, Specialty, Location, Payer WHERE Payer = '<filter>'",dbo.transactions,Adjusted Charges,float,,dbo.factRevenueLineItems,RevenueAdjustedAmount,decimal(9),PMS,HCHB,accounting.REVENUE_TRANSACTIONS,rt_adjustedamount,decimal(9)
InsightFlow,Client - Data,Trending Dashboard Aging – AR By Department / Specialty / Location / Payer (Payer),"((AR Balance AS OF [Month End]) / ((SUM(Adjusted Charges) WHERE Service Date between [Month End ? 89 days] and [Month End]) ÷ 90) × 100) GROUP BY Department, Specialty, Location, Payer WHERE Payer = '<filter>'",dbo.transactions,Payments,float,,dbo.factRevenueCashPayments,InitialAmount,decimal(9),PMS,HCHB,accounting.CASH_TRANSACTIONS,ct_initialamount,decimal(9)
InsightFlow,Client - Data,Trending Dashboard Aging – AR By Department / Specialty / Location / Payer (Payer),"((AR Balance AS OF [Month End]) / ((SUM(Adjusted Charges) WHERE Service Date between [Month End ? 89 days] and [Month End]) ÷ 90) × 100) GROUP BY Department, Specialty, Location, Payer WHERE Payer = '<filter>'",dbo.provider,Lob,varchar(400),,dbo.dimLocationHierarchy,Lob,varchar(400),PMS,HCHB,,,
InsightFlow,Client - Data,Trending Dashboard Aging – AR By Department / Specialty / Location / Payer (Payer),"((AR Balance AS OF [Month End]) / ((SUM(Adjusted Charges) WHERE Service Date between [Month End ? 89 days] and [Month End]) ÷ 90) × 100) GROUP BY Department, Specialty, Location, Payer WHERE Payer = '<filter>'",dbo.provider,Specialty,varchar(50),,dbo.dimWorker,JobDescription,varchar(50),PMS,HCHB,,,
InsightFlow,Client - Data,Trending Dashboard Aging – AR By Department / Specialty / Location / Payer (Payer),"((AR Balance AS OF [Month End]) / ((SUM(Adjusted Charges) WHERE Service Date between [Month End ? 89 days] and [Month End]) ÷ 90) × 100) GROUP BY Department, Specialty, Location, Payer WHERE Payer = '<filter>'",dbo.provider,Location,varchar(400),,dbo.dimLocationHierarchy,LocationName,varchar(400),PMS,HCHB,,,
InsightFlow,Client - Data,Trending Dashboard Aging – AR By Department / Specialty / Location / Payer (Payer),"((AR Balance AS OF [Month End]) / ((SUM(Adjusted Charges) WHERE Service Date between [Month End ? 89 days] and [Month End]) ÷ 90) × 100) GROUP BY Department, Specialty, Location, Payer WHERE Payer = '<filter>'",dbo.payer,Insurance Name,varchar(50),,dimpayerSource,payerTypeDescription,varchar(50),PMS,HCHB,pt_desc,payer Type Name,varchar(50)
InsightFlow,Client - Data,Trending Dashboard Aging – AR By Department / Specialty / Location / Payer (Lob),"((AR Balance AS OF [Month End]) / ((SUM(Adjusted Charges) WHERE Service Date between [Month End ? 89 days] and [Month End]) ÷ 90) × 100) GROUP BY Department, Specialty, Location, Payer WHERE Lob = '<filter>'",dbo.provider,Lob,varchar(400),,dbo.dimLocationHierarchy,Lob,varchar(400),PMS,HCHB,,,
InsightFlow,Client - Data,Trending Dashboard Aging – AR By Department / Specialty / Location / Payer (Lob),"((AR Balance AS OF [Month End]) / ((SUM(Adjusted Charges) WHERE Service Date between [Month End ? 89 days] and [Month End]) ÷ 90) × 100) GROUP BY Department, Specialty, Location, Payer WHERE Lob = '<filter>'",dbo.transactions,AR Balance,float,(SUM(Charges) - SUM(Payments)) - SUM(Adjustments),dbo.factInvoices,InvoiceBalanceAmount,money,PMS,HCHB,,,
